,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:28:19+05:30,3.1,99.66,3.285,21.50,0.0706275,,,,,,,,,,,,
2026-08-14T19:28:20+05:30,0,112.33,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:28:21+05:30,3.7,101.28,5.200,34.04,0.177008,,,,,,,,,,,,
2026-08-14T19:28:22+05:30,0,90.74,9.980,65.33,0.6519934,,,,,,,,,,,,
2026-08-14T19:28:23+05:30,0,83.75,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:28:24+05:30,0,94.25,2.213,14.49,0.03206637,,,,,,,,,,,,
2026-08-14T19:28:25+05:30,0,93.37,8.398,54.97,0.46163806,,,,,,,,,,,,
2026-08-14T19:28:26+05:30,0,87.75,11.747,76.89,0.90322683,,,,,,,,,,,,
2026-08-14T19:28:27+05:30,0,84.17,14.507,94.96,1.37758472,,,,,,,,,,,,
2026-08-14T19:28:28+05:30,0,77.88,15.349,100.47,1.54211403,,,,,,,,,,,,
2026-08-14T19:28:29+05:30,0.4,78.76,16.376,107.20,1.7555072,,,,,,,,,,,,
2026-08-14T19:28:30+05:30,0.1,91.79,17.284,113.14,1.95551176,,,,,,,,,,,,
2026-08-14T19:28:31+05:30,0,97.91,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:28:32+05:30,0,102.23,6.109,39.99,0.24429891,,,,,,,,,,,,
2026-08-14T19:28:33+05:30,0,103.18,2.092,13.69,0.02863948,,,,,,,,,,,,
2026-08-14T19:28:34+05:30,0,98.03,2.151,14.08,0.03028608,,,,,,,,,,,,
2026-08-14T19:28:35+05:30,0,100.82,1.134,7.42,0.00841428,,,,,,,,,,,,
2026-08-14T19:28:36+05:30,0,92.17,1.303,8.53,0.01111459,,,,,,,,,,,,
2026-08-14T19:28:37+05:30,0,85.55,1.185,7.76,0.0091956,,,,,,,,,,,,
2026-08-14T19:28:38+05:30,0,74.80,3.467,22.69,0.07866623,,,,,,,,,,,,
2026-08-14T19:28:39+05:30,0,75.85,3.551,23.24,0.08252524,,,,,,,,,,,,
2026-08-14T19:28:40+05:30,0,82.40,1.749,11.45,0.02002605,,,,,,,,,,,,
2026-08-14T19:28:41+05:30,0,82.32,1.335,8.74,0.0116679,,,,,,,,,,,,
2026-08-14T19:28:42+05:30,1.6,90.55,0.961,6.29,0.00604469,,,,,,,,,,,,
2026-08-14T19:28:43+05:30,0,101.99,3.241,21.22,0.06877402,,,,,,,,,,,,
2026-08-14T19:28:44+05:30,1.5,102.74,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:28:45+05:30,0,113.92,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:28:46+05:30,1.7,106.32,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:28:47+05:30,0,96.02,17.049,111.60,1.9026684,,,,,,,,,,,,
2026-08-14T19:28:48+05:30,0.9,87.33,10.569,69.18,0.73116342,,,,,,,,,,,,
2026-08-14T19:28:49+05:30,3.6,75.09,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:28:50+05:30,0,66.87,6.799,44.51,0.30262349,,,,,,,,,,,,
2026-08-14T19:28:51+05:30,0,77.04,2.886,18.89,0.05451654,,,,,,,,,,,,
2026-08-14T19:28:52+05:30,0,86.42,5.773,37.79,0.21816167,,,,,,,,,,,,
2026-08-14T19:28:53+05:30,0,89.16,3.618,23.68,0.08567424,,,,,,,,,,,,
2026-08-14T19:28:54+05:30,0.9,97.83,3.652,23.91,0.08731932,,,,,,,,,,,,
2026-08-14T19:28:55+05:30,0.3,110.27,0.961,6.29,0.00604469,,,,,,,,,,,,
2026-08-14T19:28:56+05:30,1.8,113.03,1.286,8.42,0.01082812,,,,,,,,,,,,
2026-08-14T19:28:57+05:30,0,98.14,1.466,9.60,0.0140736,,,,,,,,,,,,
2026-08-14T19:28:58+05:30,0,84.21,0.905,5.92,0.0053576,,,,,,,,,,,,
2026-08-14T19:28:59+05:30,2.5,89.42,2.449,16.03,0.03925747,,,,,,,,,,,,
2026-08-14T19:29:00+05:30,2.4,97.73,2.045,13.39,0.02738255,,,,,,,,,,,,
2026-08-14T19:29:01+05:30,9.2,68.47,3.770,24.68,0.0930436,,,,,,,,,,,,
2026-08-14T19:29:02+05:30,1.6,61.14,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:29:03+05:30,14.2,89.18,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:29:04+05:30,0,113.86,4.645,30.41,0.14125445,,,,,,,,,,,,
2026-08-14T19:29:05+05:30,3.4,100.93,8.667,56.73,0.49167891,,,,,,,,,,,,
2026-08-14T19:29:06+05:30,0,100.10,9.122,59.71,0.54467462,,,,,,,,,,,,
2026-08-14T19:29:07+05:30,0,98.30,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:29:08+05:30,0,91.08,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:29:09+05:30,1.8,87.48,1.750,11.46,0.020055,,,,,,,,,,,,
2026-08-14T19:29:10+05:30,0.4,77.47,3.036,19.87,0.06032532,,,,,,,,,,,,
2026-08-14T19:29:11+05:30,0,77.57,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:29:12+05:30,0,87.83,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:29:13+05:30,0,102.92,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:29:14+05:30,0,98.25,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:29:15+05:30,3.7,92.81,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:29:16+05:30,1.6,87.70,6.698,43.84,0.29364032,,,,,,,,,,,,
2026-08-14T19:29:17+05:30,0,99.29,4.426,28.97,0.12822122,,,,,,,,,,,,
2026-08-14T19:29:18+05:30,3.2,97.07,2.688,17.60,0.0473088,,,,,,,,,,,,
2026-08-14T19:29:19+05:30,0.2,80.51,6.126,40.10,0.2456526,,,,,,,,,,,,
2026-08-14T19:29:20+05:30,3,82.38,3.070,20.10,0.061707,,,,,,,,,,,,
2026-08-14T19:29:21+05:30,0,101.41,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:29:22+05:30,0.4,99.72,3.075,20.13,0.06189975,,,,,,,,,,,,
2026-08-14T19:29:23+05:30,0,94.94,6.749,44.18,0.29817082,,,,,,,,,,,,
2026-08-14T19:29:24+05:30,0.9,84.58,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:29:25+05:30,0,75.87,2.871,18.79,0.05394609,,,,,,,,,,,,
2026-08-14T19:29:26+05:30,4.9,84.31,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:29:27+05:30,0,102.35,1.895,12.40,0.023498,,,,,,,,,,,,
2026-08-14T19:29:28+05:30,2.5,92.85,0.990,6.48,0.0064152,,,,,,,,,,,,
2026-08-14T19:29:29+05:30,0,83.12,1.574,10.30,0.0162122,,,,,,,,,,,,
2026-08-14T19:29:30+05:30,3.2,105.51,2.644,17.31,0.04576764,,,,,,,,,,,,
2026-08-14T19:29:31+05:30,0,103.96,2.757,18.05,0.04976385,,,,,,,,,,,,
2026-08-14T19:29:32+05:30,0.2,94.86,2.287,14.97,0.03423639,,,,,,,,,,,,
2026-08-14T19:29:33+05:30,0,86.30,2.010,13.16,0.0264516,,,,,,,,,,,,
2026-08-14T19:29:34+05:30,1.8,80.15,1.065,6.97,0.00742305,,,,,,,,,,,,
2026-08-14T19:29:35+05:30,3.8,77.42,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:29:36+05:30,1.4,99.48,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:29:37+05:30,0.5,102.69,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:29:38+05:30,2,80.84,8.600,56.29,0.484094,,,,,,,,,,,,
2026-08-14T19:29:39+05:30,4.7,88.57,8.651,56.63,0.48990613,,,,,,,,,,,,
2026-08-14T19:29:40+05:30,0,107.08,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:29:41+05:30,9.4,86.46,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:29:42+05:30,0.2,72.37,5.655,37.02,0.2093481,,,,,,,,,,,,
2026-08-14T19:29:43+05:30,4.3,100.73,1.765,11.55,0.02038575,,,,,,,,,,,,
2026-08-14T19:29:44+05:30,0,109.20,0.911,5.96,0.00542956,,,,,,,,,,,,
2026-08-14T19:29:45+05:30,4.3,88.73,1.466,9.60,0.0140736,,,,,,,,,,,,
2026-08-14T19:29:46+05:30,0,74.86,2.757,18.05,0.04976385,,,,,,,,,,,,
2026-08-14T19:29:47+05:30,6.2,92.13,1.244,8.14,0.01012616,,,,,,,,,,,,
2026-08-14T19:29:48+05:30,0,108.80,2.028,13.28,0.02693184,,,,,,,,,,,,
2026-08-14T19:29:49+05:30,3.4,96.39,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:29:50+05:30,0,80.90,0.741,4.85,0.00359385,,,,,,,,,,,,
2026-08-14T19:29:51+05:30,0,83.09,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:29:52+05:30,4,81.81,2.092,13.69,0.02863948,,,,,,,,,,,,
2026-08-14T19:29:53+05:30,0,96.07,2.445,16.00,0.03912,,,,,,,,,,,,
2026-08-14T19:29:54+05:30,0,106.05,2.858,18.71,0.05347318,,,,,,,,,,,,
2026-08-14T19:29:55+05:30,0,95.28,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:29:56+05:30,0,85.90,2.871,18.79,0.05394609,,,,,,,,,,,,
2026-08-14T19:29:57+05:30,0,88.43,3.285,21.50,0.0706275,,,,,,,,,,,,
2026-08-14T19:29:58+05:30,0,100.15,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:29:59+05:30,0,91.34,12.471,81.63,1.01800773,,,,,,,,,,,,
2026-08-14T19:30:00+05:30,0,72.68,10.384,67.97,0.70580048,,,,,,,,,,,,
2026-08-14T19:30:01+05:30,0,77.23,5.739,37.57,0.21561423,,,,,,,,,,,,
2026-08-14T19:30:02+05:30,6.9,89.49,1.917,12.55,0.02405835,,,,,,,,,,,,
2026-08-14T19:30:03+05:30,0,111.50,2.477,16.21,0.04015217,,,,,,,,,,,,
2026-08-14T19:30:04+05:30,0,116.01,2.179,14.26,0.03107254,,,,,,,,,,,,
2026-08-14T19:30:05+05:30,6.2,103.39,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:30:06+05:30,0,78.80,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:30:07+05:30,0,83.08,8.398,54.97,0.46163806,,,,,,,,,,,,
2026-08-14T19:30:08+05:30,0,89.28,9.172,60.04,0.55068688,,,,,,,,,,,,
2026-08-14T19:30:09+05:30,0.3,85.35,11.226,73.48,0.82488648,,,,,,,,,,,,
2026-08-14T19:30:10+05:30,0,75.55,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:30:11+05:30,0,76.18,6.025,39.44,0.237626,,,,,,,,,,,,
2026-08-14T19:30:12+05:30,3.4,91.22,4.662,30.52,0.14228424,,,,,,,,,,,,
2026-08-14T19:30:13+05:30,0.6,108.27,9.055,59.27,0.53668985,,,,,,,,,,,,
2026-08-14T19:30:14+05:30,0,100.37,5.890,38.56,0.2271184,,,,,,,,,,,,
2026-08-14T19:30:15+05:30,0,105.26,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:30:16+05:30,0,105.70,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:30:17+05:30,0,96.14,5.184,33.93,0.17589312,,,,,,,,,,,,
2026-08-14T19:30:18+05:30,2.7,83.42,7.119,46.60,0.3317454,,,,,,,,,,,,
2026-08-14T19:30:19+05:30,0,75.95,2.348,15.37,0.03608876,,,,,,,,,,,,
2026-08-14T19:30:20+05:30,0,81.03,2.945,19.28,0.0567796,,,,,,,,,,,,
2026-08-14T19:30:21+05:30,0,87.39,4.999,32.72,0.16356728,,,,,,,,,,,,
2026-08-14T19:30:22+05:30,0,90.89,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:30:23+05:30,0,82.84,6.547,42.86,0.28060442,,,,,,,,,,,,
2026-08-14T19:30:24+05:30,3.5,88.44,5.975,39.11,0.23368225,,,,,,,,,,,,
2026-08-14T19:30:25+05:30,0,103.42,6.227,40.76,0.25381252,,,,,,,,,,,,
2026-08-14T19:30:26+05:30,0,102.13,6.631,43.41,0.28785171,,,,,,,,,,,,
2026-08-14T19:30:27+05:30,0,93.63,4.729,30.96,0.14640984,,,,,,,,,,,,
2026-08-14T19:30:28+05:30,0,90.48,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:30:29+05:30,0,90.70,4.999,32.72,0.16356728,,,,,,,,,,,,
2026-08-14T19:30:30+05:30,0,91.42,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:30:31+05:30,0,98.56,11.360,74.36,0.8447296,,,,,,,,,,,,
2026-08-14T19:30:32+05:30,0,93.21,4.578,29.97,0.13720266,,,,,,,,,,,,
2026-08-14T19:30:33+05:30,0,89.43,8.280,54.20,0.448776,,,,,,,,,,,,
2026-08-14T19:30:34+05:30,0.1,80.41,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:30:35+05:30,0,84.53,5.032,32.94,0.16575408,,,,,,,,,,,,
2026-08-14T19:30:36+05:30,0,98.15,7.119,46.60,0.3317454,,,,,,,,,,,,
2026-08-14T19:30:37+05:30,0,93.40,9.475,62.02,0.5876395,,,,,,,,,,,,
2026-08-14T19:30:38+05:30,0,92.79,6.109,39.99,0.24429891,,,,,,,,,,,,
2026-08-14T19:30:39+05:30,0,92.95,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:30:40+05:30,0.8,90.59,7.018,45.94,0.32240692,,,,,,,,,,,,
2026-08-14T19:30:41+05:30,0,74.00,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:30:42+05:30,4.8,90.75,6.412,41.97,0.26911164,,,,,,,,,,,,
2026-08-14T19:30:43+05:30,0,105.75,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:30:44+05:30,0.3,100.06,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:30:45+05:30,0.1,96.39,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:30:46+05:30,0,99.58,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:30:47+05:30,0,92.68,6.160,40.32,0.2483712,,,,,,,,,,,,
2026-08-14T19:30:48+05:30,0,86.50,4.628,30.29,0.14018212,,,,,,,,,,,,
2026-08-14T19:30:49+05:30,0,85.21,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:30:50+05:30,0,78.97,6.867,44.95,0.30867165,,,,,,,,,,,,
2026-08-14T19:30:51+05:30,4.5,93.75,6.294,41.20,0.2593128,,,,,,,,,,,,
2026-08-14T19:30:52+05:30,6.2,92.81,3.070,20.10,0.061707,,,,,,,,,,,,
2026-08-14T19:30:53+05:30,0,77.92,4.931,32.28,0.15917268,,,,,,,,,,,,
2026-08-14T19:30:54+05:30,2.3,91.58,4.628,30.29,0.14018212,,,,,,,,,,,,
2026-08-14T19:30:55+05:30,0,101.14,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:30:56+05:30,0,102.98,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:30:57+05:30,1.4,96.43,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:30:58+05:30,0.9,82.91,4.191,27.43,0.11495913,,,,,,,,,,,,
2026-08-14T19:30:59+05:30,3.8,86.29,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:31:00+05:30,0,102.32,3.129,20.48,0.06408192,,,,,,,,,,,,
2026-08-14T19:31:01+05:30,0,94.50,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:31:02+05:30,0,95.54,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:31:03+05:30,0,88.22,5.554,36.36,0.20194344,,,,,,,,,,,,
2026-08-14T19:31:04+05:30,0,88.59,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:31:05+05:30,0,89.99,4.662,30.52,0.14228424,,,,,,,,,,,,
2026-08-14T19:31:06+05:30,0,93.32,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:31:07+05:30,2.1,81.89,3.070,20.10,0.061707,,,,,,,,,,,,
2026-08-14T19:31:08+05:30,1.3,77.06,4.006,26.22,0.10503732,,,,,,,,,,,,
2026-08-14T19:31:09+05:30,0,91.93,8.280,54.20,0.448776,,,,,,,,,,,,
2026-08-14T19:31:10+05:30,2.2,99.55,6.311,41.31,0.26070741,,,,,,,,,,,,
2026-08-14T19:31:11+05:30,0.6,116.55,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:31:12+05:30,11.5,96.46,8.651,56.63,0.48990613,,,,,,,,,,,,
2026-08-14T19:31:13+05:30,0,72.14,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:31:14+05:30,2.5,89.92,4.494,29.42,0.13221348,,,,,,,,,,,,
2026-08-14T19:31:15+05:30,0.1,94.78,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:31:16+05:30,0,90.07,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:31:17+05:30,0,83.26,2.445,16.00,0.03912,,,,,,,,,,,,
2026-08-14T19:31:18+05:30,4.7,103.54,6.092,39.88,0.24294896,,,,,,,,,,,,
2026-08-14T19:31:19+05:30,1.8,107.15,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:31:20+05:30,2,91.67,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:31:21+05:30,0,78.22,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:31:22+05:30,2.5,84.56,9.475,62.02,0.5876395,,,,,,,,,,,,
2026-08-14T19:31:23+05:30,0,93.40,8.667,56.73,0.49167891,,,,,,,,,,,,
2026-08-14T19:31:24+05:30,0,81.57,4.982,32.61,0.16246302,,,,,,,,,,,,
2026-08-14T19:31:25+05:30,0.4,96.64,10.519,68.86,0.72433834,,,,,,,,,,,,
2026-08-14T19:31:26+05:30,0,96.02,6.665,43.63,0.29079395,,,,,,,,,,,,
2026-08-14T19:31:27+05:30,0,94.35,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:31:28+05:30,0,96.64,4.763,31.18,0.14851034,,,,,,,,,,,,
2026-08-14T19:31:29+05:30,1.9,91.68,7.186,47.04,0.33802944,,,,,,,,,,,,
2026-08-14T19:31:30+05:30,0,91.74,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:31:31+05:30,0,90.96,3.770,24.68,0.0930436,,,,,,,,,,,,
2026-08-14T19:31:32+05:30,0,92.16,4.746,31.07,0.14745822,,,,,,,,,,,,
2026-08-14T19:31:33+05:30,0,92.81,6.833,44.73,0.30564009,,,,,,,,,,,,
2026-08-14T19:31:34+05:30,0,93.51,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:31:35+05:30,0,94.86,4.527,29.63,0.13413501,,,,,,,,,,,,
2026-08-14T19:31:36+05:30,0,79.16,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:31:37+05:30,0,83.87,5.487,35.92,0.19709304,,,,,,,,,,,,
2026-08-14T19:31:38+05:30,0,88.32,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:31:39+05:30,0,96.78,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:31:40+05:30,0.5,107.50,2.930,19.18,0.0561974,,,,,,,,,,,,
2026-08-14T19:31:41+05:30,6.3,101.09,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:31:42+05:30,0,84.01,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:31:43+05:30,0,85.22,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:31:44+05:30,0,85.38,2.979,19.50,0.0580905,,,,,,,,,,,,
2026-08-14T19:31:45+05:30,0,98.94,5.032,32.94,0.16575408,,,,,,,,,,,,
2026-08-14T19:31:46+05:30,4.2,93.36,1.574,10.30,0.0162122,,,,,,,,,,,,
2026-08-14T19:31:47+05:30,0,80.22,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:31:48+05:30,2.9,93.70,3.036,19.87,0.06032532,,,,,,,,,,,,
2026-08-14T19:31:49+05:30,0,99.05,2.482,16.25,0.0403325,,,,,,,,,,,,
2026-08-14T19:31:50+05:30,0.8,96.06,1.515,9.92,0.0150288,,,,,,,,,,,,
2026-08-14T19:31:51+05:30,0,94.88,3.349,21.92,0.07341008,,,,,,,,,,,,
2026-08-14T19:31:52+05:30,1.5,104.00,2.875,18.82,0.0541075,,,,,,,,,,,,
2026-08-14T19:31:53+05:30,3.6,76.03,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:31:54+05:30,3,79.43,4.746,31.07,0.14745822,,,,,,,,,,,,
2026-08-14T19:31:55+05:30,0,94.43,3.241,21.22,0.06877402,,,,,,,,,,,,
2026-08-14T19:31:56+05:30,0,92.99,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:31:57+05:30,0,88.31,2.713,17.76,0.04818288,,,,,,,,,,,,
2026-08-14T19:31:58+05:30,0,102.56,5.840,38.23,0.2232632,,,,,,,,,,,,
2026-08-14T19:31:59+05:30,0,92.73,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:32:00+05:30,0,99.21,8.314,54.42,0.45244788,,,,,,,,,,,,
2026-08-14T19:32:01+05:30,0,94.48,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:32:02+05:30,1.6,84.15,8.381,54.86,0.45978166,,,,,,,,,,,,
2026-08-14T19:32:03+05:30,0,83.72,16.493,107.96,1.78058428,,,,,,,,,,,,
2026-08-14T19:32:04+05:30,0,94.04,11.916,78.00,0.929448,,,,,,,,,,,,
2026-08-14T19:32:05+05:30,0,86.77,13.918,91.11,1.26806898,,,,,,,,,,,,
2026-08-14T19:32:06+05:30,0,82.66,7.456,48.81,0.36392736,,,,,,,,,,,,
2026-08-14T19:32:07+05:30,3.2,94.99,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:32:08+05:30,0,109.37,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:32:09+05:30,0,103.98,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:32:10+05:30,4.4,96.82,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:32:11+05:30,0,81.56,1.996,13.07,0.02608772,,,,,,,,,,,,
2026-08-14T19:32:12+05:30,1.3,89.25,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:32:13+05:30,0,89.89,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:32:14+05:30,0,84.27,2.388,15.63,0.03732444,,,,,,,,,,,,
2026-08-14T19:32:15+05:30,0,87.89,0.990,6.48,0.0064152,,,,,,,,,,,,
2026-08-14T19:32:16+05:30,0,91.74,1.303,8.53,0.01111459,,,,,,,,,,,,
2026-08-14T19:32:17+05:30,0,78.02,6.665,43.63,0.29079395,,,,,,,,,,,,
2026-08-14T19:32:18+05:30,0.8,91.61,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:32:19+05:30,0,103.42,1.902,12.45,0.0236799,,,,,,,,,,,,
2026-08-14T19:32:20+05:30,0.2,100.20,2.205,14.43,0.03181815,,,,,,,,,,,,
2026-08-14T19:32:21+05:30,0,104.93,2.250,14.73,0.0331425,,,,,,,,,,,,
2026-08-14T19:32:22+05:30,0,105.85,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:32:23+05:30,0,98.94,2.957,19.36,0.05724752,,,,,,,,,,,,
2026-08-14T19:32:24+05:30,4.3,91.10,1.564,10.24,0.01601536,,,,,,,,,,,,
2026-08-14T19:32:25+05:30,1.3,71.08,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:32:26+05:30,0,70.98,1.606,10.51,0.01687906,,,,,,,,,,,,
2026-08-14T19:32:27+05:30,0,69.76,1.394,9.12,0.01271328,,,,,,,,,,,,
2026-08-14T19:32:28+05:30,5.4,78.73,1.824,11.94,0.02177856,,,,,,,,,,,,
2026-08-14T19:32:29+05:30,5.6,106.48,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:32:30+05:30,0,124.40,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:32:31+05:30,3.1,106.24,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:32:32+05:30,0,88.81,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:32:33+05:30,2.7,103.63,4.931,32.28,0.15917268,,,,,,,,,,,,
2026-08-14T19:32:34+05:30,5.8,103.17,3.070,20.10,0.061707,,,,,,,,,,,,
2026-08-14T19:32:35+05:30,0.2,77.17,4.561,29.86,0.13619146,,,,,,,,,,,,
2026-08-14T19:32:36+05:30,0,73.99,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:32:37+05:30,0,78.60,2.407,15.76,0.03793432,,,,,,,,,,,,
2026-08-14T19:32:38+05:30,0,90.80,5.150,33.71,0.1736065,,,,,,,,,,,,
2026-08-14T19:32:39+05:30,0,82.58,3.085,20.19,0.06228615,,,,,,,,,,,,
2026-08-14T19:32:40+05:30,2.4,87.87,2.109,13.81,0.02912529,,,,,,,,,,,,
2026-08-14T19:32:41+05:30,4.8,108.40,5.150,33.71,0.1736065,,,,,,,,,,,,
2026-08-14T19:32:42+05:30,1.3,113.68,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:32:43+05:30,0,97.62,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:32:44+05:30,1.2,97.39,1.750,11.46,0.020055,,,,,,,,,,,,
2026-08-14T19:32:45+05:30,0,82.63,8.163,53.43,0.43614909,,,,,,,,,,,,
2026-08-14T19:32:46+05:30,0,93.17,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:32:47+05:30,2,87.60,2.449,16.03,0.03925747,,,,,,,,,,,,
2026-08-14T19:32:48+05:30,0,83.62,1.925,12.60,0.024255,,,,,,,,,,,,
2026-08-14T19:32:49+05:30,0,86.42,1.227,8.03,0.00985281,,,,,,,,,,,,
2026-08-14T19:32:50+05:30,0,88.19,0.752,4.92,0.00369984,,,,,,,,,,,,
2026-08-14T19:32:51+05:30,0,92.12,1.774,11.61,0.02059614,,,,,,,,,,,,
2026-08-14T19:32:52+05:30,0,97.71,2.060,13.48,0.0277688,,,,,,,,,,,,
2026-08-14T19:32:53+05:30,0,106.34,1.804,11.81,0.02130524,,,,,,,,,,,,
2026-08-14T19:32:54+05:30,2.6,93.64,1.622,10.62,0.01722564,,,,,,,,,,,,
2026-08-14T19:32:55+05:30,0,87.20,3.085,20.19,0.06228615,,,,,,,,,,,,
2026-08-14T19:32:56+05:30,4.3,89.62,4.376,28.64,0.12532864,,,,,,,,,,,,
2026-08-14T19:32:57+05:30,0,98.98,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:32:58+05:30,1.5,89.00,3.551,23.24,0.08252524,,,,,,,,,,,,
