,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:04:41+05:30,0.1,91.61,6.227,40.76,0.25381252,,,,,,,,,,,,
2026-08-14T19:04:42+05:30,0,85.94,12.421,81.31,1.00995151,,,,,,,,,,,,
2026-08-14T19:04:43+05:30,0,95.78,15.282,100.03,1.52865846,,,,,,,,,,,,
2026-08-14T19:04:44+05:30,2.3,90.76,10.384,67.97,0.70580048,,,,,,,,,,,,
2026-08-14T19:04:45+05:30,0,82.42,8.264,54.10,0.4470824,,,,,,,,,,,,
2026-08-14T19:04:46+05:30,0,83.37,7.102,46.49,0.33017198,,,,,,,,,,,,
2026-08-14T19:04:47+05:30,0,91.11,9.458,61.91,0.58554478,,,,,,,,,,,,
2026-08-14T19:04:48+05:30,7.4,80.44,7.843,51.34,0.40265962,,,,,,,,,,,,
2026-08-14T19:04:49+05:30,0.3,61.36,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:04:50+05:30,8.7,88.83,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:04:51+05:30,3.2,95.07,3.854,25.23,0.09723642,,,,,,,,,,,,
2026-08-14T19:04:52+05:30,0,82.16,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:04:53+05:30,0,78.44,2.981,19.51,0.05815931,,,,,,,,,,,,
2026-08-14T19:04:54+05:30,0.7,75.77,2.688,17.60,0.0473088,,,,,,,,,,,,
2026-08-14T19:04:55+05:30,0.9,101.30,2.449,16.03,0.03925747,,,,,,,,,,,,
2026-08-14T19:04:56+05:30,0,101.15,2.250,14.73,0.0331425,,,,,,,,,,,,
2026-08-14T19:04:57+05:30,0.9,91.51,2.082,13.63,0.02837766,,,,,,,,,,,,
2026-08-14T19:04:58+05:30,3.8,75.51,1.934,12.66,0.02448444,,,,,,,,,,,,
2026-08-14T19:04:59+05:30,4.3,74.83,1.806,11.82,0.02134692,,,,,,,,,,,,
2026-08-14T19:05:00+05:30,0,93.70,1.691,11.07,0.01871937,,,,,,,,,,,,
2026-08-14T19:05:01+05:30,5.5,84.48,1.590,10.41,0.0165519,,,,,,,,,,,,
2026-08-14T19:05:02+05:30,0,69.67,1.500,9.82,0.01473,,,,,,,,,,,,
2026-08-14T19:05:03+05:30,1.9,72.02,1.422,9.31,0.01323882,,,,,,,,,,,,
2026-08-14T19:05:04+05:30,3.4,87.82,1.356,8.88,0.01204128,,,,,,,,,,,,
2026-08-14T19:05:05+05:30,0,96.34,1.271,8.32,0.01057472,,,,,,,,,,,,
2026-08-14T19:05:06+05:30,0,100.00,1.264,8.27,0.01045328,,,,,,,,,,,,
2026-08-14T19:05:07+05:30,1.1,98.30,4.056,26.55,0.1076868,,,,,,,,,,,,
2026-08-14T19:05:08+05:30,0,83.79,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:05:09+05:30,0,90.67,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:05:10+05:30,0.8,84.07,4.797,31.40,0.1506258,,,,,,,,,,,,
2026-08-14T19:05:11+05:30,0,72.36,5.655,37.02,0.2093481,,,,,,,,,,,,
2026-08-14T19:05:12+05:30,0,63.56,6.379,41.76,0.26638704,,,,,,,,,,,,
2026-08-14T19:05:13+05:30,3.5,74.34,4.561,29.86,0.13619146,,,,,,,,,,,,
2026-08-14T19:05:14+05:30,0,89.53,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:05:15+05:30,0,87.88,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:05:16+05:30,0,89.88,4.224,27.65,0.1167936,,,,,,,,,,,,
2026-08-14T19:05:17+05:30,0,96.33,5.402,35.36,0.19101472,,,,,,,,,,,,
2026-08-14T19:05:18+05:30,0,90.01,5.386,35.26,0.18991036,,,,,,,,,,,,
2026-08-14T19:05:19+05:30,0,100.01,4.510,29.52,0.1331352,,,,,,,,,,,,
2026-08-14T19:05:20+05:30,0,89.19,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:05:21+05:30,0,88.48,3.299,21.59,0.07122541,,,,,,,,,,,,
2026-08-14T19:05:22+05:30,4.5,81.75,2.859,18.71,0.05349189,,,,,,,,,,,,
2026-08-14T19:05:23+05:30,0.6,58.68,2.565,16.79,0.04306635,,,,,,,,,,,,
2026-08-14T19:05:24+05:30,3.7,77.86,2.331,15.26,0.03557106,,,,,,,,,,,,
2026-08-14T19:05:25+05:30,1.2,92.17,4.056,26.55,0.1076868,,,,,,,,,,,,
2026-08-14T19:05:26+05:30,2.9,88.86,5.907,38.67,0.22842369,,,,,,,,,,,,
2026-08-14T19:05:27+05:30,0,75.92,5.756,37.68,0.21688608,,,,,,,,,,,,
2026-08-14T19:05:28+05:30,0,78.56,9.223,60.37,0.55679251,,,,,,,,,,,,
2026-08-14T19:05:29+05:30,3.8,95.70,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:05:30+05:30,0,102.61,5.487,35.92,0.19709304,,,,,,,,,,,,
2026-08-14T19:05:31+05:30,6.6,95.48,4.308,28.20,0.1214856,,,,,,,,,,,,
2026-08-14T19:05:32+05:30,0,73.32,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:05:33+05:30,0.4,83.96,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:05:34+05:30,0.9,98.10,6.412,41.97,0.26911164,,,,,,,,,,,,
2026-08-14T19:05:35+05:30,2.2,92.21,10.839,70.95,0.76902705,,,,,,,,,,,,
2026-08-14T19:05:36+05:30,0.7,73.11,7.119,46.60,0.3317454,,,,,,,,,,,,
2026-08-14T19:05:37+05:30,0,73.07,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:05:38+05:30,0,79.26,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:05:39+05:30,0,80.34,3.585,23.47,0.08413995,,,,,,,,,,,,
2026-08-14T19:05:40+05:30,0.9,95.04,2.871,18.79,0.05394609,,,,,,,,,,,,
2026-08-14T19:05:41+05:30,0,86.85,2.794,18.29,0.05110226,,,,,,,,,,,,
2026-08-14T19:05:42+05:30,0.7,91.95,2.533,16.58,0.04199714,,,,,,,,,,,,
2026-08-14T19:05:43+05:30,3,91.58,2.317,15.17,0.03514889,,,,,,,,,,,,
2026-08-14T19:05:44+05:30,0,79.11,2.137,13.99,0.02989663,,,,,,,,,,,,
2026-08-14T19:05:45+05:30,2.3,90.62,13.767,90.12,1.24068204,,,,,,,,,,,,
2026-08-14T19:05:46+05:30,2,86.52,12.252,80.20,0.9826104,,,,,,,,,,,,
2026-08-14T19:05:47+05:30,0,73.77,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:05:48+05:30,7.2,86.13,4.561,29.86,0.13619146,,,,,,,,,,,,
2026-08-14T19:05:49+05:30,4.3,91.47,3.921,25.67,0.10065207,,,,,,,,,,,,
2026-08-14T19:05:50+05:30,0,80.77,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:05:51+05:30,2.6,86.84,2.890,18.92,0.0546788,,,,,,,,,,,,
2026-08-14T19:05:52+05:30,0,94.75,2.812,18.41,0.05176892,,,,,,,,,,,,
2026-08-14T19:05:53+05:30,2.2,83.42,2.644,17.31,0.04576764,,,,,,,,,,,,
2026-08-14T19:05:54+05:30,1,82.50,2.338,15.30,0.0357714,,,,,,,,,,,,
2026-08-14T19:05:55+05:30,1,78.50,4.746,31.07,0.14745822,,,,,,,,,,,,
2026-08-14T19:05:56+05:30,4.9,91.86,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:05:57+05:30,4.7,89.56,6.008,39.33,0.23629464,,,,,,,,,,,,
2026-08-14T19:05:58+05:30,0,71.16,5.991,39.22,0.23496702,,,,,,,,,,,,
2026-08-14T19:05:59+05:30,0,81.18,5.335,34.92,0.1862982,,,,,,,,,,,,
2026-08-14T19:06:00+05:30,0,92.23,4.258,27.87,0.11867046,,,,,,,,,,,,
2026-08-14T19:06:01+05:30,1.3,87.88,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:06:02+05:30,0,81.05,2.933,19.20,0.0563136,,,,,,,,,,,,
2026-08-14T19:06:03+05:30,0,93.35,2.846,18.63,0.05302098,,,,,,,,,,,,
2026-08-14T19:06:04+05:30,0,98.55,2.573,16.84,0.04332932,,,,,,,,,,,,
2026-08-14T19:06:05+05:30,0,94.60,2.349,15.38,0.03612762,,,,,,,,,,,,
2026-08-14T19:06:06+05:30,0.5,76.54,5.975,39.11,0.23368225,,,,,,,,,,,,
2026-08-14T19:06:07+05:30,0,71.79,15.097,98.82,1.49188554,,,,,,,,,,,,
2026-08-14T19:06:08+05:30,0,75.29,13.952,91.33,1.27423616,,,,,,,,,,,,
2026-08-14T19:06:09+05:30,0,81.56,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:06:10+05:30,0,91.32,6.076,39.77,0.24164252,,,,,,,,,,,,
2026-08-14T19:06:11+05:30,0,89.46,7.372,48.26,0.35577272,,,,,,,,,,,,
2026-08-14T19:06:12+05:30,0,86.88,8.701,56.96,0.49560896,,,,,,,,,,,,
2026-08-14T19:06:13+05:30,0,95.47,6.698,43.84,0.29364032,,,,,,,,,,,,
2026-08-14T19:06:14+05:30,4.9,95.17,4.847,31.73,0.15379531,,,,,,,,,,,,
2026-08-14T19:06:15+05:30,0,77.08,4.090,26.77,0.1094893,,,,,,,,,,,,
2026-08-14T19:06:16+05:30,0,75.79,3.618,23.68,0.08567424,,,,,,,,,,,,
2026-08-14T19:06:17+05:30,4.2,83.12,2.957,19.36,0.05724752,,,,,,,,,,,,
2026-08-14T19:06:18+05:30,0.4,91.69,2.681,17.55,0.04705155,,,,,,,,,,,,
2026-08-14T19:06:19+05:30,0,78.32,2.311,15.13,0.03496543,,,,,,,,,,,,
2026-08-14T19:06:20+05:30,0,79.98,2.045,13.39,0.02738255,,,,,,,,,,,,
2026-08-14T19:06:21+05:30,7.3,89.49,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:06:22+05:30,0,108.91,13.918,91.11,1.26806898,,,,,,,,,,,,
2026-08-14T19:06:23+05:30,9.1,95.45,10.536,68.97,0.72666792,,,,,,,,,,,,
2026-08-14T19:06:24+05:30,0,63.54,10.536,68.97,0.72666792,,,,,,,,,,,,
2026-08-14T19:06:25+05:30,8.1,78.01,8.078,52.88,0.42716464,,,,,,,,,,,,
2026-08-14T19:06:26+05:30,0,92.50,6.799,44.51,0.30262349,,,,,,,,,,,,
2026-08-14T19:06:27+05:30,2.3,80.43,10.637,69.63,0.74065431,,,,,,,,,,,,
2026-08-14T19:06:28+05:30,2.4,71.55,8.819,57.73,0.50912087,,,,,,,,,,,,
2026-08-14T19:06:29+05:30,7.8,73.86,5.739,37.57,0.21561423,,,,,,,,,,,,
2026-08-14T19:06:30+05:30,3.7,113.24,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:06:31+05:30,7.7,102.05,3.770,24.68,0.0930436,,,,,,,,,,,,
2026-08-14T19:06:32+05:30,0,75.18,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:06:33+05:30,1.6,79.77,3.075,20.13,0.06189975,,,,,,,,,,,,
2026-08-14T19:06:34+05:30,0,101.19,2.789,18.26,0.05092714,,,,,,,,,,,,
2026-08-14T19:06:35+05:30,0.1,98.60,2.553,16.71,0.04266063,,,,,,,,,,,,
2026-08-14T19:06:36+05:30,7.7,68.47,2.551,16.70,0.0426017,,,,,,,,,,,,
2026-08-14T19:06:37+05:30,0,66.13,6.244,40.87,0.25519228,,,,,,,,,,,,
2026-08-14T19:06:38+05:30,0,69.70,7.069,46.27,0.32708263,,,,,,,,,,,,
2026-08-14T19:06:39+05:30,3.7,82.90,7.170,46.93,0.3364881,,,,,,,,,,,,
2026-08-14T19:06:40+05:30,0.8,99.14,4.999,32.72,0.16356728,,,,,,,,,,,,
2026-08-14T19:06:41+05:30,4.6,96.11,6.951,45.50,0.3162705,,,,,,,,,,,,
2026-08-14T19:06:42+05:30,0,83.84,12.000,78.55,0.9426,,,,,,,,,,,,
2026-08-14T19:06:43+05:30,0.6,91.63,16.140,105.65,1.705191,,,,,,,,,,,,
2026-08-14T19:06:44+05:30,1.1,113.77,8.583,56.18,0.48219294,,,,,,,,,,,,
2026-08-14T19:06:45+05:30,11,93.99,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:06:46+05:30,0,75.47,8.062,52.77,0.42543174,,,,,,,,,,,,
2026-08-14T19:06:47+05:30,0,66.27,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:06:48+05:30,0,65.42,7.170,46.93,0.3364881,,,,,,,,,,,,
2026-08-14T19:06:49+05:30,0.5,75.69,5.537,36.24,0.20066088,,,,,,,,,,,,
2026-08-14T19:06:50+05:30,0,97.10,4.426,28.97,0.12822122,,,,,,,,,,,,
2026-08-14T19:06:51+05:30,0,87.69,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:06:52+05:30,0,84.44,6.025,39.44,0.237626,,,,,,,,,,,,
2026-08-14T19:06:53+05:30,0.9,93.18,6.429,42.08,0.27053232,,,,,,,,,,,,
2026-08-14T19:06:54+05:30,3.5,94.13,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:06:55+05:30,0,91.30,4.645,30.41,0.14125445,,,,,,,,,,,,
2026-08-14T19:06:56+05:30,0,87.31,4.006,26.22,0.10503732,,,,,,,,,,,,
2026-08-14T19:06:57+05:30,0,85.68,3.568,23.36,0.08334848,,,,,,,,,,,,
2026-08-14T19:06:58+05:30,0,88.94,16.729,109.51,1.83199279,,,,,,,,,,,,
2026-08-14T19:06:59+05:30,0,92.04,15.484,101.36,1.56945824,,,,,,,,,,,,
2026-08-14T19:07:00+05:30,0.2,83.21,10.451,68.41,0.71495291,,,,,,,,,,,,
2026-08-14T19:07:01+05:30,0,75.02,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:07:02+05:30,0,68.48,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:07:03+05:30,2.9,76.19,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:07:04+05:30,0,84.19,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:07:05+05:30,0,91.13,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:07:06+05:30,0,95.24,2.880,18.85,0.054288,,,,,,,,,,,,
2026-08-14T19:07:07+05:30,0,94.51,2.659,17.41,0.04629319,,,,,,,,,,,,
2026-08-14T19:07:08+05:30,2.8,100.09,3.517,23.02,0.08096134,,,,,,,,,,,,
2026-08-14T19:07:09+05:30,0.9,99.04,2.920,19.11,0.0558012,,,,,,,,,,,,
2026-08-14T19:07:10+05:30,0,90.37,2.809,18.39,0.05165751,,,,,,,,,,,,
2026-08-14T19:07:11+05:30,0,83.66,2.565,16.79,0.04306635,,,,,,,,,,,,
2026-08-14T19:07:12+05:30,1.2,76.88,6.362,41.64,0.26491368,,,,,,,,,,,,
2026-08-14T19:07:13+05:30,3.4,61.37,12.622,82.62,1.04282964,,,,,,,,,,,,
2026-08-14T19:07:14+05:30,4.3,57.88,13.346,87.36,1.16590656,,,,,,,,,,,,
2026-08-14T19:07:15+05:30,0.6,71.89,8.280,54.20,0.448776,,,,,,,,,,,,
2026-08-14T19:07:16+05:30,6.9,92.18,5.520,36.13,0.1994376,,,,,,,,,,,,
2026-08-14T19:07:17+05:30,0,118.78,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:07:18+05:30,2.1,111.91,5.167,33.82,0.17474794,,,,,,,,,,,,
2026-08-14T19:07:19+05:30,0,92.32,5.756,37.68,0.21688608,,,,,,,,,,,,
2026-08-14T19:07:20+05:30,7.6,83.55,4.275,27.98,0.1196145,,,,,,,,,,,,
2026-08-14T19:07:21+05:30,4.5,85.51,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:07:22+05:30,1.2,87.34,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:07:23+05:30,3.2,70.84,2.886,18.89,0.05451654,,,,,,,,,,,,
2026-08-14T19:07:24+05:30,0,55.41,2.742,17.95,0.0492189,,,,,,,,,,,,
2026-08-14T19:07:25+05:30,6.6,76.65,2.610,17.08,0.0445788,,,,,,,,,,,,
2026-08-14T19:07:26+05:30,0.5,90.48,2.407,15.76,0.03793432,,,,,,,,,,,,
2026-08-14T19:07:27+05:30,0,97.22,2.230,14.60,0.032558,,,,,,,,,,,,
2026-08-14T19:07:28+05:30,0,91.93,2.073,13.57,0.02813061,,,,,,,,,,,,
2026-08-14T19:07:29+05:30,0,90.39,1.895,12.40,0.023498,,,,,,,,,,,,
2026-08-14T19:07:30+05:30,0,100.15,3.241,21.22,0.06877402,,,,,,,,,,,,
2026-08-14T19:07:31+05:30,0,95.17,12.033,78.77,0.94783941,,,,,,,,,,,,
2026-08-14T19:07:32+05:30,0,87.41,14.507,94.96,1.37758472,,,,,,,,,,,,
2026-08-14T19:07:33+05:30,1.3,80.19,7.725,50.57,0.39065325,,,,,,,,,,,,
2026-08-14T19:07:34+05:30,0,74.64,5.285,34.60,0.182861,,,,,,,,,,,,
2026-08-14T19:07:35+05:30,0,71.67,6.631,43.41,0.28785171,,,,,,,,,,,,
2026-08-14T19:07:36+05:30,0,82.41,7.506,49.13,0.36876978,,,,,,,,,,,,
2026-08-14T19:07:37+05:30,0,89.84,5.537,36.24,0.20066088,,,,,,,,,,,,
2026-08-14T19:07:38+05:30,2,80.32,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:07:39+05:30,0,81.21,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:07:40+05:30,5.2,88.60,7.658,50.13,0.38389554,,,,,,,,,,,,
2026-08-14T19:07:41+05:30,0,106.14,6.160,40.32,0.2483712,,,,,,,,,,,,
2026-08-14T19:07:42+05:30,0,105.38,4.679,30.63,0.14331777,,,,,,,,,,,,
2026-08-14T19:07:43+05:30,4.2,89.23,4.039,26.44,0.10679116,,,,,,,,,,,,
2026-08-14T19:07:44+05:30,1.3,67.83,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:07:45+05:30,2.9,73.42,11.141,72.93,0.81251313,,,,,,,,,,,,
2026-08-14T19:07:46+05:30,2.3,87.44,8.062,52.77,0.42543174,,,,,,,,,,,,
2026-08-14T19:07:47+05:30,3.6,88.98,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:07:48+05:30,0,75.09,5.335,34.92,0.1862982,,,,,,,,,,,,
2026-08-14T19:07:49+05:30,3.9,84.79,11.360,74.36,0.8447296,,,,,,,,,,,,
2026-08-14T19:07:50+05:30,3.5,98.62,21.408,140.13,2.99990304,,,,,,,,,,,,
2026-08-14T19:07:51+05:30,7.5,109.61,11.848,77.56,0.91893088,,,,,,,,,,,,
2026-08-14T19:07:52+05:30,8.7,76.36,7.574,49.58,0.37551892,,,,,,,,,,,,
2026-08-14T19:07:53+05:30,4.8,66.54,9.509,62.24,0.59184016,,,,,,,,,,,,
2026-08-14T19:07:54+05:30,1.1,88.86,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:07:55+05:30,0,87.15,4.931,32.28,0.15917268,,,,,,,,,,,,
2026-08-14T19:07:56+05:30,3,81.98,8.449,55.31,0.46731419,,,,,,,,,,,,
2026-08-14T19:07:57+05:30,3.3,88.68,10.148,66.43,0.67413164,,,,,,,,,,,,
2026-08-14T19:07:58+05:30,0,80.78,9.475,62.02,0.5876395,,,,,,,,,,,,
2026-08-14T19:07:59+05:30,0,96.61,7.944,52.00,0.413088,,,,,,,,,,,,
2026-08-14T19:08:00+05:30,0.2,93.53,6.328,41.42,0.26210576,,,,,,,,,,,,
2026-08-14T19:08:01+05:30,0,88.06,3.652,23.91,0.08731932,,,,,,,,,,,,
2026-08-14T19:08:02+05:30,0,76.38,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:08:03+05:30,2.4,87.16,1.784,11.68,0.02083712,,,,,,,,,,,,
2026-08-14T19:08:04+05:30,0,96.12,20.516,134.30,2.7552988,,,,,,,,,,,,
2026-08-14T19:08:05+05:30,7.2,74.78,14.659,95.96,1.40667764,,,,,,,,,,,,
2026-08-14T19:08:06+05:30,4,69.51,8.314,54.42,0.45244788,,,,,,,,,,,,
2026-08-14T19:08:07+05:30,1.5,91.80,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:08:08+05:30,0,93.40,8.634,56.52,0.48799368,,,,,,,,,,,,
2026-08-14T19:08:09+05:30,0,89.31,6.732,44.07,0.29667924,,,,,,,,,,,,
2026-08-14T19:08:10+05:30,0,86.39,4.982,32.61,0.16246302,,,,,,,,,,,,
2026-08-14T19:08:11+05:30,0,86.95,11.226,73.48,0.82488648,,,,,,,,,,,,
2026-08-14T19:08:12+05:30,4.5,91.77,8.381,54.86,0.45978166,,,,,,,,,,,,
2026-08-14T19:08:13+05:30,0,104.13,8.398,54.97,0.46163806,,,,,,,,,,,,
2026-08-14T19:08:14+05:30,8.6,79.74,6.547,42.86,0.28060442,,,,,,,,,,,,
2026-08-14T19:08:15+05:30,0,66.71,5.335,34.92,0.1862982,,,,,,,,,,,,
2026-08-14T19:08:16+05:30,0,78.30,15.349,100.47,1.54211403,,,,,,,,,,,,
2026-08-14T19:08:17+05:30,0,88.08,18.732,122.62,2.29691784,,,,,,,,,,,,
2026-08-14T19:08:18+05:30,0,83.95,13.212,86.48,1.14257376,,,,,,,,,,,,
2026-08-14T19:08:19+05:30,0,79.44,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:08:20+05:30,5.4,93.15,3.618,23.68,0.08567424,,,,,,,,,,,,
2026-08-14T19:08:21+05:30,0,104.16,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:08:22+05:30,0,99.57,8.667,56.73,0.49167891,,,,,,,,,,,,
2026-08-14T19:08:23+05:30,4.4,86.21,9.694,63.46,0.61518124,,,,,,,,,,,,
2026-08-14T19:08:24+05:30,0,76.74,7.052,46.16,0.32552032,,,,,,,,,,,,
2026-08-14T19:08:25+05:30,0,73.41,7.186,47.04,0.33802944,,,,,,,,,,,,
2026-08-14T19:08:26+05:30,0,80.86,6.395,41.86,0.2676947,,,,,,,,,,,,
2026-08-14T19:08:27+05:30,0,88.52,16.376,107.20,1.7555072,,,,,,,,,,,,
2026-08-14T19:08:28+05:30,0,80.60,17.049,111.60,1.9026684,,,,,,,,,,,,
2026-08-14T19:08:29+05:30,2.9,82.22,11.747,76.89,0.90322683,,,,,,,,,,,,
2026-08-14T19:08:30+05:30,0,94.62,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:08:31+05:30,0,102.26,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:08:32+05:30,2.5,99.44,5.503,36.02,0.19821806,,,,,,,,,,,,
2026-08-14T19:08:33+05:30,3.8,75.97,8.903,58.28,0.51886684,,,,,,,,,,,,
2026-08-14T19:08:34+05:30,0,70.77,12.858,84.17,1.08225786,,,,,,,,,,,,
2026-08-14T19:08:35+05:30,5.8,88.31,11.428,74.81,0.85492868,,,,,,,,,,,,
2026-08-14T19:08:36+05:30,1.8,82.42,10.687,69.96,0.74766252,,,,,,,,,,,,
2026-08-14T19:08:37+05:30,0,82.50,6.614,43.29,0.28632006,,,,,,,,,,,,
2026-08-14T19:08:38+05:30,0,90.74,4.982,32.61,0.16246302,,,,,,,,,,,,
2026-08-14T19:08:39+05:30,0.3,81.86,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:08:40+05:30,0,92.99,9.627,63.02,0.60669354,,,,,,,,,,,,
2026-08-14T19:08:41+05:30,0,86.54,19.270,126.14,2.4307178,,,,,,,,,,,,
2026-08-14T19:08:42+05:30,0,86.01,19.455,127.35,2.47759425,,,,,,,,,,,,
2026-08-14T19:08:43+05:30,0,85.84,11.916,78.00,0.929448,,,,,,,,,,,,
2026-08-14T19:08:44+05:30,1.2,95.54,7.439,48.69,0.36220491,,,,,,,,,,,,
2026-08-14T19:08:45+05:30,0.1,97.05,9.004,58.94,0.53069576,,,,,,,,,,,,
2026-08-14T19:08:46+05:30,3.5,75.46,6.833,44.73,0.30564009,,,,,,,,,,,,
2026-08-14T19:08:47+05:30,2,75.69,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:08:48+05:30,0,81.12,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:08:49+05:30,0,87.47,3.921,25.67,0.10065207,,,,,,,,,,,,
2026-08-14T19:08:50+05:30,0,85.89,3.602,23.58,0.08493516,,,,,,,,,,,,
2026-08-14T19:08:51+05:30,0,88.93,3.299,21.59,0.07122541,,,,,,,,,,,,
2026-08-14T19:08:52+05:30,0,94.34,2.915,19.08,0.0556182,,,,,,,,,,,,
2026-08-14T19:08:53+05:30,0,86.90,2.632,17.23,0.04534936,,,,,,,,,,,,
2026-08-14T19:08:54+05:30,0,84.79,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:08:55+05:30,0,82.00,2.439,15.97,0.03895083,,,,,,,,,,,,
2026-08-14T19:08:56+05:30,3.2,91.19,2.287,14.97,0.03423639,,,,,,,,,,,,
2026-08-14T19:08:57+05:30,3.8,92.37,2.151,14.08,0.03028608,,,,,,,,,,,,
2026-08-14T19:08:58+05:30,0,79.60,2.028,13.28,0.02693184,,,,,,,,,,,,
2026-08-14T19:08:59+05:30,0,75.17,1.917,12.55,0.02405835,,,,,,,,,,,,
2026-08-14T19:09:00+05:30,0.1,87.47,1.749,11.45,0.02002605,,,,,,,,,,,,
2026-08-14T19:09:01+05:30,1.7,92.64,2.338,15.30,0.0357714,,,,,,,,,,,,
2026-08-14T19:09:02+05:30,0,83.52,6.749,44.18,0.29817082,,,,,,,,,,,,
2026-08-14T19:09:03+05:30,0.5,97.45,8.415,55.08,0.4634982,,,,,,,,,,,,
2026-08-14T19:09:04+05:30,1.3,91.16,6.278,41.10,0.2580258,,,,,,,,,,,,
2026-08-14T19:09:05+05:30,0,80.20,4.763,31.18,0.14851034,,,,,,,,,,,,
2026-08-14T19:09:06+05:30,0,82.09,4.140,27.10,0.112194,,,,,,,,,,,,
2026-08-14T19:09:07+05:30,0,82.14,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:09:08+05:30,0,97.42,3.416,22.36,0.07638176,,,,,,,,,,,,
2026-08-14T19:09:09+05:30,4.2,86.52,2.937,19.23,0.05647851,,,,,,,,,,,,
2026-08-14T19:09:10+05:30,1.4,66.91,2.930,19.18,0.0561974,,,,,,,,,,,,
2026-08-14T19:09:11+05:30,6.6,76.69,2.713,17.76,0.04818288,,,,,,,,,,,,
2026-08-14T19:09:12+05:30,1.8,100.44,2.445,16.00,0.03912,,,,,,,,,,,,
2026-08-14T19:09:13+05:30,1.3,95.43,2.317,15.17,0.03514889,,,,,,,,,,,,
2026-08-14T19:09:14+05:30,0,85.80,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:09:15+05:30,3.2,86.51,15.702,102.78,1.61385156,,,,,,,,,,,,
2026-08-14T19:09:16+05:30,0,97.94,10.334,67.65,0.6990951,,,,,,,,,,,,
2026-08-14T19:09:17+05:30,6.2,77.36,7.035,46.05,0.32396175,,,,,,,,,,,,
2026-08-14T19:09:18+05:30,2.5,70.34,5.099,33.38,0.17020462,,,,,,,,,,,,
2026-08-14T19:09:19+05:30,0.6,96.07,4.325,28.31,0.12244075,,,,,,,,,,,,
