timestamp_s,reading_value,raw_text,unit,confidence,status,interpolated_value
354.0,3.78,3.78,uA,0.272,OK,2.228
355.0,2.218,2.218,uA,0.295,OK,3.78
356.0,5.338,5.338,uA,0.34,OK,5.338
357.0,6.608,6.608,uA,0.134,LOW_CONFIDENCE,6.238
358.0,6.238,6.238,uA,0.229,OK,6.238
359.0,2.28,2.28,uA,0.218,OK,2.28
360.0,,,uA,0.0,LOW_CONFIDENCE,2.23
361.0,2.18,2.18,uA,0.383,OK,2.23
362.0,6.38,6.38,uA,0.317,OK,6.338
363.0,6.338,6.338,uA,0.264,OK,6.338
364.0,6.238,6.238,uA,0.23,OK,6.338
365.0,6.338,6.338,uA,0.259,OK,6.288
366.0,,,uA,0.0,LOW_CONFIDENCE,6.288
367.0,6.238,6.238,uA,0.126,LOW_CONFIDENCE,6.238
368.0,2.28,2.28,uA,0.276,OK,5.022
369.0,5.022,5.022,uA,0.3,OK,5.022
370.0,6.38,6.38,uA,0.293,OK,5.022
371.0,2.028,2.028,uA,0.216,OK,6.218
372.0,6.218,6.218,uA,0.273,OK,6.218
373.0,6.278,6.278,uA,0.238,OK,6.218
374.0,2.028,2.028,uA,0.224,OK,2.028
375.0,1.78,1.78,uA,0.395,OK,2.028
376.0,3.628,3.628,uA,0.31,OK,3.628
377.0,8.87,8.87,uA,0.267,OK,3.628
378.0,2.38,2.38,uA,0.262,OK,2.82
379.0,2.82,2.82,uA,0.241,OK,2.82
380.0,2.92,2.92,uA,0.204,OK,2.82
381.0,2.82,2.82,uA,0.244,OK,2.92
382.0,5.28,5.28,uA,0.308,OK,5.28
383.0,6.028,6.028,uA,0.23,OK,5.28
384.0,5.24,5.24,uA,0.266,OK,6.028
385.0,7.28,07.28,uA,0.245,OK,5.298
386.0,5.298,5.298,uA,0.355,OK,6.228
387.0,6.228,6.228,uA,0.11,LOW_CONFIDENCE,6.228
388.0,6.88,6.88,uA,0.181,LOW_CONFIDENCE,6.228
389.0,2.228,2.228,uA,0.133,LOW_CONFIDENCE,2.228
390.0,0.22,0.22,uA,0.221,OK,2.228
391.0,6.322,6.322,uA,0.3,OK,5.338
392.0,5.338,5.338,uA,0.336,OK,6.322
393.0,45.0,45.,uA,0.174,LOW_CONFIDENCE,5.338
394.0,2.0,2,uA,0.135,LOW_CONFIDENCE,27.0
395.0,27.0,27,uA,0.209,OK,7.0
396.0,7.0,07,uA,0.292,OK,7.0
397.0,0.7,0.7,uA,0.232,OK,7.0
